Gene stable ID	Transcript stable ID	GO term accession	GO term name	RefSeq peptide ID
ATMG01360	ATMG01360.1	GO:0055114	oxidation-reduction process	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0005739	mitochondrion	YP_009472108.1
ATMG01360	ATMG01360.1	GO:1902600	proton transmembrane transport	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0020037	heme binding	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0005743	mitochondrial inner membrane	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0004129	cytochrome-c oxidase activity	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0022900	electron transport chain	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0070469	respirasome	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0009060	aerobic respiration	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0045277	respiratory chain complex IV	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0022904	respiratory electron transport chain	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0015990	electron transport coupled proton transport	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0005751	mitochondrial respiratory chain complex IV	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0005886	plasma membrane	YP_009472108.1
